 ;75;53451;D tan;PART;Barb Small (Helmet Horn)
 ;60;15712;P gold;PART;Tile, Modified 1 x 1 with Clip - Rounded Edges
x;30;4073;R brown;PART;Plate, Round 1 x 1 Straight Side
 ;15;3031;tan;PART;Plate 4 x 4
x;75;54200;tan;PART;Slope 30 1 x 1 x 2/3
 ;30;3024;T-clear;PART;Plate 1 x 1
