 ;15;4740;black;PART; 
 ;15;43898;black;PART; 
 ;30;4592c02;black;PART; 
 ;60;4073;black;PART; 
 ;30;48729b;D bluish gray;PART; 
 ;30;6632;D bluish gray;PART; 
 ;15;4595;L bluish gray;PART; 
