 ;45;30377;D bluish gray;PART;
 ;30;48729b;D bluish gray;PART;
 ;15;4589b;D bluish gray;PART;
 ;15;30376;D bluish gray;PART;
 ;30;4073;D bluish gray;PART;
 ;15;30375;D bluish gray;PART;
 ;30;4073;T-neon orange;PART;
