 ;30;4740;black;PART; 
 ;75;4592c02;black;PART;
 ;15;4733;D bluish gray;PART;
 ;15;3062b;T-clear;PART;
 ;15;4740;T-clear;PART;
 ;30;4073;T-red;PART; 
